,label,tweet
63,0,"kasihan #ahy ,, tidak menyadari ada musuh dalam sarung selfienya sebagai motivasi terselubung hmmm."
64,0,amieeennnnn dan tidak lupa dengan janji2 manis saat kampanye..#ahy sang mayor sejati
65,0,"pada pilkada dki, ahy dan sby jadi target hoax dan fitnah yang dilakukan akun-akun pendukung ahok."
66,0,"ahy masih mentah tapi mau dikarbit demokrat, melihat pilkada dki mereka tahu bahwa kemenangan pemilu cukup memakai sentimen sara saja"
67,0,"akibat pernyataan antasari, suara ahy melorot pada pilkada dki."
68,0,"enam bulan kampanye pilkada di kubu ahy, pendukung ahok sibuk serang program ahy. tidak pernah mereka kampanye program ahok sendiri"
69,0,(13) namun apa yang dicontohkan ahy dan pendukungnya tak terjadi paska putaran kedua pilkada dki jakarta. perentangan menjadi semakin tajam.
70,0,ahy dan tim berjalan menjauh dari hiruk pikuk pilkada. melanjutkan perjalanan panjang politik mereka dengan rasa kecewa @panca66 @bambangelf
71,0,"ketika ahy kalah & berpidato, semua timnya terdiam menangis, lalu setelah itu mereka melepaskan diri dari pilkada dki. @panca66 @bambangelf"
72,0,"sejujurnya penilaian subyektif saya, terlalu cepat bila ahy 2019. kalah di pilkada bukan modal, tapi catatan negatif."
73,0,tolak bajingan tengik ahy tukang sogok pemilih ini. bangsat ahy ini sungguh berbahaya
74,0,tolak ahy yang berpolitik membawa agama #ahymaininsara
75,0,"astaga ini pendukung ahy tidak terima sekali dengan hasil survey,harusnya jadi tolak acuan untuk lebih semangat #efeknontonmetro"
76,0,"sah-sah aja, justru itu menjadi tolak ukur kedewasaan warga dki, kalo ahy menang artinya pola pikir warga masih primitif.. #politikuangahy"
77,0,suara warga cuma dihargai sembako tolak ahy sudah melakukan penyuapan kepada warga @abaaah @murtadhaone @rinjanijb @fariz1234 @ananghijau
78,0,sejak ahy tidak ikut pilkada lagi sudah tidak asyik ya
79,0,tinggal seleksi tendemnya. di pilkada dki ahy kalah karena tendemnya salah pilih. malah mengurangi kualitas ahy
80,0,ternyata segelintir pendukung ahy merasa ditikung di saat terakhir karena adanya tweet dari akun resmi parpol pendukung anies-sandi #pilkada
81,0,ahy menanggung akibat cuitan ayahnya yang tak produktif.
82,0,"kering sudah darah @ahy saatnya menghisap darah @anisandi mumpung stok darahnya bergudang-gudang, darah hantu diminum setan #pilkadadki"
83,0,"sebenarnya reaksi pendukung ahy ini tak perlu bersikap baper seperti itu, karena tak ada yang mau jadi pecundang di ajang pilkada #pilkadadk"
84,0,"dengan suara bergetar, ahy minta maaf sudah kecewakan pendukungnya.  "
85,0,"ahy kalah di kandang, begini respon para tetangga.  "
86,0,"lini pertahanan ahy rapuh debat efek, aksi 112 efek dan antasari efek #pilkadadki"
87,0,gagal di pilkada dki jakarta ahy diisukan maju ke pilgub jatim  
88,0,ahok melejit... anies menanjak... ahy mengapung... #pilkadadki
89,0,"berdasarkan survey sementara, ahy masuk 3 besar. selamat! #pilkadaserentak2017 #pilkadadki"
90,0,"meninggalkan zona aman dan nyaman demi kemajuan jakarta, dengan hasil yang tak sesuai harapan - ahy #realitybites #pilkadadki"
91,0,"kasihan ahy kalah walaupun sudah umroh, dibantu doa 7 juta umat.ternyata allah itu netral, tidak berpolitik #pilkadadki"
92,0,"jual baju bekas ahy, baru 3 bulan, pm for info #pilkadadki @agusyudhoyono"
93,0,"ahy siap siap jadi vocalis band rock yaaaa, lompat lompat mulu bang kerjaannya #pilkadadki #quickcount"
94,0,"kasian benar nasib ahy, karir tinggi di tni harus tamat karena nafsu pepo. selanjutnya paling cepat ikut parpol kalau tidak begitu dagang ak"
95,0,jangan sampai sby berkata ahy kalah gara-gara antasari ya? survey kan sudah menunjukan ahy terus merosot elektabilitasnya #pilkadadki
96,0,"saya bertanya kepada bapak presiden, tv saya rusak apa ya? kok ahy tidak naik naik hasil qc sementara? #pilkadadki *gpp*"
97,0,pepo sampai saat ini kok belum menyatakan prihatin ahy jadi pecundang #pilkadadki #pilkadarasapilpres #pilkada2017
98,0,selamat datang ahy sebagai rakyat biasa setelah mundur dari tni dan kalah di pilkada dki #pilkadadki #pilkadarasapilpres
99,0,heeebohhhh....agus sylvi kalah di tps 6 tmpat @agusyudhoyono menggunakan hak pilihnya... #pilkadadki #quickcount #ahy	
100,0,yang pilih #ahy semoga tidak  ikut demokrat yaa kalau benar mau dukung ahok.
101,0,"demokrat ke ahok, gerindra: ini tantangan karena mereka bermain politik kotor  "
102,0,"mesin robot #ahy-sylvi lupa dimatiin, jadi masih masuk trending topik"
103,0,buat pendukung #ahy mari rapatkan barisan ke paslon #3 buang issu miring paslon #3 masih mau dipimpin seorang terdakwa? simulut ember????
104,0,"harusnya rakyat menangis melihat #ahy kalah. bukan dari aspek #ahy sebagai pribadi, tapi demi kepentingan rakyat sendiri. #tetapahy"
105,0,"maksud hati caper dari ahy/silvy, eh malah kena protes dari mereka <face with stuck-out tounges> <rolling on the floor laughing> <rolling on the floor laughing>"
106,0,"ahy bisa kok menang pilgub dki, bisa.... asal ngumpulin dulu 7 bola dragon ball <rolling on the floor laughing> <rolling on the floor laughing> #quickcount #pilkadadki"
107,0,ah sekarang kalau lihat ahy jadi inget norman kamaru apakah ahy akan jualan bubur? lalu naik haji <smiling face with open mouth & smiling eyes> #pilkadadki
108,0,"ahy kemungkinan besar tersingkir <persevering face> <persevering face> #pilkadadki hampir pasti dilanjuntukan di putaran kedua, ahok-djarot vs anies-sandi."
109,0,"ahy nyungsep , orang bapaknya aja menyarankan coblos no 2 <smiling face with open mouth & smiling eyes> #pilkadadki"
110,0,mau nyoblos atau mau ke tempat berkabung. <tongue> #ahy memakai baju hitam2..atau lagi sedih <smiling face with open mouth & smiling eyes> #siapkalah di #pilkadadki  @metro_tv
111,0,ahy sangat cemas terhadap situasi sosial usai pilkada jakarta: pilkada dki jakarta berdampak negatif bukan hanyaâ€¦  
112,0,ahy kalah.. sisi negatif: umat islam tertunda dalam menempatkan pemimpin. sisi positif: umat islam terhindar dari saling hujat & buka aib.
113,0,#debatfinalpilkadajkt ahy ahy anda ngomong karakter.. anda tau yang barusan anda omongkan untuk melihat sisi negatif orang lain? <tongue> <oncoming fist>
114,0,"ahy hanya membicarakan negatif saja untuk jakarta, tidak ada solusi yang tepat untuk mengatasi nol besar. <thumbs down> #debat1pilkadadki"
115,0,kicauan negatif sby diyakini pengaruhi elektabilitas ahy  
116,0,"ya alloh tuhan yme, ahy ternyata didukung senator beraura negatif #senatordkidukungagussylvi"
117,0,"menemukan foto seperti ini, ternyata lingkaran orang2 ahy penuh masalah semua integritas dan kwalitas yang negatif waspada.. waspada.. <thumbs down>"
118,0,wah si ahy 70% sentimennya negatif. wkwkwk.<face with stuck-out tounges>
119,0,senjata makan tuan aka karma @beritasatu: #populerb1 2: kicauan negatif sby diyakini pengaruhi elektabilitas ahy <face with stuck-out tounges>
120,0,#ahy anieshilangya.. #ahokdjarotdirosi. <grimacing face> <grimacing face> @kompastv @rosianna766hi @sittayohag @gunawanahokers @gunjkt_ @partaisocmed @ulinyusron
121,0,#ahy anies hilang ya di debat @kompastv #ahokdjarotdirosi <grimacing face> <grimacing face> @takviri @wahhabicc @embah72 @gerilyapolitik @cagubnyinyir @kangdede78
122,0,2.mesti nyuruh mantan pemilih #ahy-#sylvi buat pilih paslon #anies-#sandi !!! <face with open mouth> <thumbs up> <ok hand> <folded hands> <thinking face> <smiling face with sunglasses>  
123,0,"1.kenape kagak dilawan ama pasangan #ahy-#dickychandra buat pilgub jabar ??? cuma demokrat emang hrs tegas dulu buat pilgub dki, <thinking face> <thinking face> <thinking face>"
124,0,gara2 kemaren #ahy pake seragam hitam2 ??? <thinking face> <thinking face> <thinking face> <smiling face with open mouth & closed eyes> <smiling face with sunglasses>  
125,0,ya pastilah #fpi kan tidak suka sama ahok jadi pas #ahy udah kalah otomatis dukungannya lari ke mas #anisa aniessandi <grimacing face>
126,0,ahoker masih bully #ahy
127,0,@zarazettirazz @netizentofa @ndoro__putri ada ahoker masih ngebully program #ahy <face with tears of joy> <face with tears of joy> <face with tears of joy>
128,0,kirim ke aku saja kaosnya... #ahy sejati <smiling face with smiling eyes> <smiling face with smiling eyes> <smiling face with smiling eyes>
129,0,#ahy <frowning face>
130,0,"#ahy,humor,lagu, kisah sedih ahy di balik lagu jatuh bangun  <frowning face> <frowning face>"
131,0,"#ahy,cuitan hati sby,cuitan sby, jokowi, mantan, mantan terindah,pilgub dki 2017  <tongue> <tongue>"
132,0,"owalah, kasihan kamu, dik. semoga kamu tidak jadi orang miskin, ya. aamiin <thumbs up>  #ahy selalu dihati  <tongue> "
133,0,aku bangga jadi anak memo.  <tongue>   <face with stuck-out tongue & closed eyes>  <face with tears of joy>    #ahy #moshing
134,0,pendukung #ahy sulit melupakan bully2 seperti ini <thumbs down>
135,0,"versi #3 video #ahyangaruk2kepala terlihat bingung bicara banjir, kota apung  <face with stuck-out tongue & closed eyes>  di atas, permukaan tanah dan air, bikin bengong <smiling face with open mouth & closed eyes>"
136,0,ahokers mendadak #ahy ?? gak salah tuh?? sesuatu banget !!  <face with stuck-out tongue & closed eyes> <face with stuck-out tongue & closed eyes> <face with stuck-out tongue & closed eyes> <face with stuck-out tongue & closed eyes> <face with stuck-out tongue & closed eyes>
137,0,hoax kok tidakada habis2nya...  foto 4 hari sebelum pencoblosan...fotonya tidak hoax.. tulisanya penuh dusta! <angry face>
138,0,deklarasi ini sepihak. tanpa konsultasi dan persetujuan ahy.
139,0,@syahrir_lantoni sudah kena telikung sekarang nama #ahy dibajak pula? <face with stuck-out tongue & closed eyes>
140,0,"meski saya tak pilih #ahy, kok rasanya mules ya dengan kontestasi politik putaran 2 #politikpalsu cuih  <pig nose> <pig nose>"
141,0,"pak @sbyudhoyono jangan biarkan pengorbanan dan perjuangan #ahy , kita #lawan rezim koplak ini ! #nunggu komando.  <fire>  <fire>"
142,0,jadi gak sampai hati ketika mencermatinya ! mungkin ada penyusup masuk tidak terpantau <person bowing> oleh team #ahy
143,0,ayo pendukung ahy dukung penggembosmu <tongue> <fire> <fire>
144,0,suara #ahy bakal direbuntukan. apakah pak @basuki_btp mau melanjuntukan program yang di usung pak @agusyudhoyono sepertinya tidak .  <expressionless face>
145,0,@sbyudhoyono tweet anda yang justru kontraproduktif terhadap #ahy pak. <zipper-mouth face> <zipper-mouth face> <zipper-mouth face>
146,0,#ahy #sby #jakarta #jatim #jabar #presiden #ngopisore mau ke mana ahy setelah nyungsep di jakarta? @tribunmedan
147,0,"suara #ahy rusak gara-gara nyanyian si aa peka ini, moga sby bisa bikin dia jeblos penjara sampai pupus disana !!! #guegeram  <face with steam from nose>"
148,0,"awas banyak mendadak baik, metamorfosis dari kecebong brubah jd anjing penjilat #ahy & #aniessandi  <ok hand> <clapping hands>"
149,0,sekarang tinggal tunggu sikap #ahy terhadap manuver agus   <clapping hands>  <face with cold sweat> <face with cold sweat>
150,1,doa ku.. semoga suaranya mas agus-sylvi beneran ke #badja #pilkadadki2017 yakin kan mas agus.. aku pada mu..
151,1,"terima kasih mas @agusyudhoyono, karenamu anak muda telah berani menyuarakan perubahan. kami tetap bersamamu #ynwa"
152,1,ketemu di istiqlal bangga pernah jadi bagian dari @agusyudhoyono dan @sylviana_murni @zarazettirazr @ahycenter @sohibahy
153,1,"tersingkir dari kancah pilkada dki, rupanya ada cara lain untuk mengangkat seseorang #ahy mendunia"
154,1,"dalam pilkada dki, ahy juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria. (ahy mendunia)"
155,1,usai pilkada dki ahy keliling nusantara merajut persatuan #indonesia bukan cuma jakarta!
156,1,"(12) ahy justru menitipkan pentingnya menjaga pluralisme, kebangsaan dan kesatuan dalam persaingan pilkada. persatuan lebih penting."
157,1,ahy memang kalah di pilkada tetapi menang di hati rakyat.
158,1,dari pada pendukung ahok berantem terus. mending kaya pendukung ahy membuat kopdar biar makin luas siapa tau jadi calon lagi
159,1,"menurut ahy, pilkada dki memberi hikmah, pelajaran, ujian dan tantangan yang dapat ia ambil. semua itu dapat mematangkan karakternya#aiman"
160,1,"@agusyudhoyono semangat terus pak ahy, faktor kekalahan pada pilkada waktu kemarin itu adalah wakil pak ahy, nanti maju lagi, insyaalloh."
161,1,"kalau dilihat upaya demokrat mengenalkan ahy cukup berhasil di pilkada jakarta, dan sekarang ahy sudah mulai blusukan ke seluruh indonesia"
162,1,"@ahy prinsip kepemimpinan, memenangkan sebuah pilkada, belajar terus dan sangat dinamis. @hildathawilla @panti_silaban"
163,1,"pilihan warga jkt mayoritas bukan pada ahok, tapi calon selain ahok, terbukti di dua putaran pilkada dki. mayoritas memilih ahy dan anies"
164,1,"lewat akun instagram, ahy ucapkan selamat kepada paslon pemenang pilkada dki jakarta"
165,1,menyeberangi selat malaka. aiman kompastv yang mendapat kesempatan pertama mewawancarai ahy usai pilkada dki @rosianna766hi
166,1,ahy sebut pilkada dki berjalan bermartabat
167,1,"salam kagum buat ahy. masih muda, berani pensiun dini, berani menantang ahok di pilkada, disaat semua pada takut, termasuk @ridwankamil"
168,1,pilkada dki berdoa ahy menang. mudah-mudahan anies sandi yang menang.
169,1,"soal mental kalah pilkada, indonesia harus berguru pada sosok ahy."
170,1,"lsi telah membuktikan kejujuran surveynya pada pilkada dki tahap1- ahokdjarot disurvey langsung kalah dan ahy menang 1 putaran,"
171,1,"sehabis pilkada,pileg dan pilpres saya harap ahy menjadi ketua dpr @agusyudhoyono"
172,1,sebentar lagi kita lupakan kegilaan pilkada dki. mari berlari bersama ahy. kita mulai dari kepri 23 april
173,1,"saya bilang pasti menang karena bentuk keyakinan akan keberhasilan goal goal lain dari improvisasi politik pak sby & pak ahy,di pilkada dki."
174,1,semoga anies menang pilkada dan ahy jadi presiden indonesia 2019 aamiin yra klop dah!@agusyudhoyono
175,1,"@sbyudhoyono setelah pilkada dki, ahy jadi sangat diperhitungkan. diharapkan dia bisa menjadi pemimpin ri selanjutnya"
176,1,saya pikir target ahy dalam pilkada kemarin adalah untuk membangun sentimen positif
177,1,"jadi, tolong hargai sikap saya dan beberapa pendukung ahy yang memilih bersikap netral di putaran kedua pilkada dki 2017 ini."
178,1,pilkada rasa pilkades kata mas @panca66 tidak ada ahy tidak rame
179,1,di pilkada putaran pertama kemarin saya membuat kaos ahy sendiri untuk dibagi-bagikan dilingkungan saya utan kayu jaktim.
180,1,"tetap semangat dukung ahy-sylvi sampai pilkada terlaksana, yakin dan tentukan pilihan anda kepada yang pro rakyat."
181,1,salah satu cara ahy-silvy menang pilkada itu mudah. ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan dijamin pada segan
182,1,maju terus ahy-silvy dan anies-sandi bersatu bersama menangkan pilkada dki #pilihpemimpinmuslim #debat2pilkadadki
183,1,kita tunggu kualitas jiwa anies sandi..apa ucapan atas peran suara loyalis ahy-silvy dalam kemenangan pilkada ini #basukikeokmasukbui
184,1,"terimakasih ahy-silvy, tanpa kalian jakarta tidak akan mempunyai gubernur baru"
185,1,saya lebih ke #agussilvy
186,1,cakeeepppp....#bersatunya pendukung #aniessandi dan #agussilvy
187,1,jangan lupa pilih paslon no. 1 #agussilvy #forri1  
188,1,sinyal positif agus-sylvi merapat ke anies-sandi #pilkadadkijakarta #agussilvy  
189,1,@arainsanr @fadlizon @ahyfansclub @aniessandino3 @gerindra @pdemokrat siap rapatkan barisan semua! satu komando #agussilvy
190,1,"@ahyfansclub kalau putaran 2 ,, siap rapat kan barisan semua ! satu komando ! #aniessandi #agussilvy"
191,1,"mengakui kekalahan, apapun itu tujuannya tapi great applause lah. patut ditiru untuk demokrasi yang positif #agussilvy"
192,1,salut! @agusyudhoyono & mpok silvy dengan mengakui kemenangan paslon lain. #agussilvy #salam2jari #kitankri #tetapsemangat #pilkadadki
193,1,"baru quick count,ttp kalau hasil kpud benar sampai 2putaran siap rapat kan barisan semua! satu komando! #aniessandi #agussilvy"
194,1,"youtu.be/bxrzd69u61a  tenang, bening, ..dan tulus. mas agus, mungkin di masa yg akan datang yaa mas.. #apreciate #agussilvy"
195,1,mari beri masukan & kritik yang membangun bagi yang kalah dalam pertandingan. #pilkadaserentak2017 #ahokdjarot #agussilvy #aniessandi
196,1,apapun hasilnya kau tetap kebanggaan kami #agussilvy
197,1,"ingat, fokus dan menangkan #ahy #agusyudhoyono #rakernasdemokrat2017 #demokratkelilingnusantara @agusyudhoyono @sbyudhoyono"
198,1,rakernas partai demokrat bersama ahy #ahy #partaidemokrat #lombok #gilitrawangan #mataramâ€¦  
199,1,"alhamdulillah.... #ahy tersambut hangat, mesra dan intim di ntb."
200,1,ngawal abang dulu keliling ampenan #ahy #fkppi #kawal #bodyguard #military #myjob  
201,1,ada apa dengan #ahy knp disetiap acara nya massa membludak?krn rakyat melihat harapan utk ahy memimpin negara ini dimasa yg dtg. #ahyforall
202,1,"kekalahan adalah sukses yg tertunda, bukan untuk disesali tapi dijadikan pengalaman tuk lebih baik lagi di masa depan #ahy"
203,1,tandatangan petisi stop hoax dan fitnah serta mendukung gerakan kebebasan pers tanpa hoax dan fitnah. #ahy #demokrat #demokratbersamarakyat
204,1,#ahy#demi.indonesia
205,1,mestinya ya begitu ya gus....#ahy negarawan.
206,1,"demokrat dengan cinta, untuk nkri, #ahy dan #demokrat berbakti."
207,1,#karanganbungaahok jagoan kalah duluan ...klu gitu #ahy dong jagoannya bukan ahok
208,1,#ahy
209,1,pesan #ahy jangan lupa gembira dan cinta indonesia
210,1,salam untuk kaum muda. hormat pada yang tua. #ahy
211,1,#ahy#thenextleader#ahy#adalahkita
212,1,mau jalan di tempat atau berlari menyongsong masa depan dari sekarang? #ahy menyongsong masa depan
213,1,"langkah ""kuda"" agus yudhoyono ->  "
214,1,datang tampak muka pulang tampak punggung. terima kasih kepri #demokratkelilingnusantara #ahy
215,1,aku pada #ahy pemimpin muda
216,1,"#ahy adalah inspirasi kaum muda... ""gerakan indonesia muda"" menuju indonesia emas"
217,1,setia pada #ahy sebab politik indonesia perlu ada regenerasi yg matang agar jgn ada lagi kutu loncat
218,1,#setia hinggahy akhir #harapan #masadepanbangsa @pdemokrat @sbyudhoyono @hincapandjaitan @ranabaja @hariswijaya1975 @edhie_baskoro
219,1,#ahy menyapa #selamatpagi indonesia @pdemokrat @sbyudhoyono @hincapandjaitan @edhiewibowo_55 @edhie_baskoro @isari68 @ranabaja
220,1,#ahy harapan & masa dpn bangsa @hincapandjaitan @sbyudhoyono @agusyudhoyono @pdemokrat @hariswijaya1975 @ranabaja @isari68 @didiklpambudi
221,1,#puisi putri #ahy dan para wanita penginspirasi  
222,1,keren #ahy
223,1,"wartawan tanya apa u pilkada 2018 mendatang, mas @agusyudhoyono akan ikut? dijawab mas #ahy sampai skg belum terpikir u ikut pilkada lainnya"
224,1,mas agus kasih kuliah umum nih #ahy
225,1,"kuliah umum ""mahasiswa perspektif untuk masa depan"" #ahy (at umrah dompak) â€”"
226,1,insya allah tidak mendahului tuhan..bakal ada yg nglamar #ahy ...
227,1,hmmmm calon tokoh dunia #ahy
228,1,kini #ahy lebih gembira
229,1,terimakasih kpada pendukung #ahy yang tlah memberikan suaranya kepada @aniesbaswedan | @sandiuno #semogaamanah #jakartauntukrakyat
230,1,bisa dipastikan sebagian besar voter #ahy akhirnya memilih @aniesbaswedan #pilkadadki #indonesia #savenkri
231,1,dan kita tetap #ahy
232,1,"logikanya pemilih #ahy putaran ke1 dipastikan punya psikologis yang sama dengan pemilih paslon 3, mereka ingin gubernur baru di jakarta."
233,1,suara pemilih #ahy pada putaran ke 1 terlihat memilih paslon no 3 pada puataran ke dua kali ini. selamat jakarta punya gubernur baru.
234,1,"olahraga dulu, ahy datang ke tps siang hari  "
235,1,ahy bergaya sporty  ke tps #ahy #tps #pilkadadki #lampost
236,1,"saat #pilkadadki putaran pertama, kita melihat bgm #ahy menunjukkan kelasnya sbg pemimpin yg berbesar hati"
237,1,setelah sebelumnya tidak pernah peduli #ahy
238,1,sebagian kecil pendukung #ahy ada yg dukung ahok. basis massa mayoritas kemungkinan lebih pilih anies. kunci kemenangan tipis bagi anies.
239,1,bagaimana pun suara pendukung #ahy akan menentukan kemenangan salah satu paslon.
240,1,semoga pemilih #ahy di putaran 1 di kebon kacang dan kp. bali beralih ke anies-sandi. #jakartacoblos3
241,1,yuk #ahy fans dukung dan menangkan #gubernurmuslim
242,1,"bismillah, semoga esok hari jakarta memiliki pemimpin yang sesuai tuntunan alquran, diridhai alloh swt"
243,1,"bu sylvi adalah contoh keberanian betawi utk dalam bersikap, ngga ngambang atau banci. contoh perempuan betawi tulen !"
244,1,"saya putaran pertama dukung ibu dan mas agus,, yah lebih baik kalah dengan terhormat daripada menang karena curang"
245,1,"begitu tulus, begitu menyenangkan... insyaallah ada jalan bu @sylviana_murni"
246,1,"#ahy pemimpin, harapan, masa depan bangsa. @sbyudhoyono @agusyudhoyono @edhie_baskoro @hincapandjaitan @isari68"
247,1,#ahy terbaik
248,1,"postingan 28 januari 2017, meneduhkan. tetep #ahy"
